Date,Store ID,Product ID,Quantity Sold,Revenue
1972-09-18,47,LI-51844,49,56.69
2008-10-19,21,Pe-26659,16,298.39
2005-02-27,87,ww-46386,15,370.19
2003-02-18,29,Ck-79082,28,464.3
1985-08-26,18,lk-18432,18,67.97
1994-08-26,18,Uh-91365,49,443.77
2002-10-08,82,PA-77392,36,47.8
1971-07-12,28,ki-30299,47,436.94
2012-11-03,29,kq-80920,37,
1982-04-02,94,UU-86990,31,349.84
2015-01-12,11,term,14,151.42
1989-04-16,62,Ek-13797,37,17.08
1984-12-05,91,NQ-69292,30,5.68
2004-10-05,89,Le-42579,18,308.19
1985-08-22,88,mH-66210,4,455.45
2004-04-27,50,EN-62912,12,353.91
2010-10-26,18,EQ-08811,31,377.38
1978-11-14,97,Ax-98068,18,214.35
1972-12-15,58,wL-86376,46,413.56
2024-10-02,48,EX-91624,5,442.57
1985-10-28,23,qm-14986,18,78.24
1970-05-16,,ay-09818,9,212.96
,25,jB-35651,34,208.79
2014-05-05,42,Kx-94486,36,155.52
2011-08-22,22,YJ-46368,19,28.42
2002-10-31,22,qt-25887,12,420.47
2009-04-23,20,CY-56213,37,133.9
2017-08-03,5,Yv-21386,29,85.49
2024-07-01,52,Oa-89026,21,485.22
2024-09-26,83,fe-12796,49,289.0
1987-11-27,57,Uy-35190,3,277.73
1997-04-07,29,Xl-98490,42,265.58
2013-07-28,,sm-77038,43,488.04
1972-04-15,78,kR-98839,24,359.4
1972-06-15,2,rX-53021,36,365.29
1997-03-07,57,Ha-56693,28,210.03
2020-02-24,19,Lw-11848,22,480.25
1993-08-24,53,zK-43937,30,378.85
1970-04-26,49,Je-42681,20,155.44
2004-03-29,4,IY-45184,41,238.91
2009-02-14,54,Xp-47697,2,142.22
2021-07-19,96,Eh-57790,17,240.64
1987-07-19,66,author,38,163.24
1996-01-16,21,HI-33565,,149.37
1970-08-30,25,RV-43416,49,164.69
1993-04-10,39,wn-18275,35,
2009-01-15,48,pV-42373,11,81.5
1986-06-22,72,Nw-43333,35,352.62
1980-08-13,10,,23,184.47
2006-11-06,77,FK-07595,,408.21
1988-09-11,19,oW-72846,6,382.7
,62,Ic-20867,43,34.34
2004-03-12,9,hand,8,106.67
1996-10-16,,uS-27187,18,177.18
1970-07-29,94,ux-03691,38,266.78
2011-09-13,22,rE-42843,7,460.64
2011-09-21,90,nA-55276,12,490.74
2017-09-07,53,lK-55647,8,250.43
1978-12-04,,JB-93143,19,369.41
1995-12-02,29,lA-32270,13,447.9
2003-12-31,48,tq-28857,7,263.72
2008-04-03,51,dn-90612,11,487.73
1987-04-22,52,xx-71754,18,384.16
2008-02-18,83,hw-84506,26,258.15
2016-03-31,16,lX-93998,,370.21
1989-05-14,4,fy-55877,10,313.5
2011-10-05,67,AO-47225,43,254.87
2011-09-02,70,,28,63.97
1991-05-02,57,rC-54496,50,354.5
2023-02-23,92,kl-59876,32,344.26
1971-07-29,21,kz-23413,25,179.62
1977-01-04,4,bX-11780,48,383.77
1997-01-06,55,jf-81149,43,121.14
2014-07-24,89,CO-64334,2,23.5
1978-08-08,66,Qw-28200,,161.67
1992-02-17,13,Ci-77848,22,406.67
2017-06-22,39,OV-82997,5,270.24
,74,wE-96884,6,291.21
2006-09-22,73,Aq-31745,5,154.41
1980-08-06,70,ws-40082,33,382.9
,91,aX-80774,43,372.39
1999-04-17,69,xm-49308,37,34.64
1998-01-07,31,TV-86632,28,430.79
2013-12-17,53,BO-66341,44,205.9
1986-04-21,32,Zr-89448,28,453.3
1998-02-05,4,hO-31224,12,25.91
2000-12-26,8,mu-97497,5,206.47
1971-04-28,12,gs-20802,16,368.57
1988-04-26,75,ja-27031,6,65.53
2003-08-03,75,xD-35647,28,57.87
2017-06-05,53,rX-05120,24,60.92
1996-09-14,32,qy-18723,24,187.03
1970-11-10,,Vc-13673,4,395.46
1983-07-22,40,yR-71837,44,434.14
1991-03-29,51,hq-52088,49,109.14
2002-10-01,81,hp-43503,3,44.65
2013-01-26,95,Lh-65024,7,350.75
1996-12-07,78,SM-30097,,30.79
1980-07-19,83,fR-51327,21,59.86
2012-02-06,99,SI-50052,44,470.01
2023-11-11,18,JY-12735,19,210.18
2013-11-13,74,wU-57306,42,118.21
1979-03-03,34,sI-40778,28,78.88
2017-06-07,73,wu-73928,30,249.6
2019-11-03,35,eH-74982,14,497.63
1980-07-20,54,,17,228.23
2022-10-20,83,pull,21,201.79
2004-06-06,55,XN-62095,4,465.88
1986-04-02,78,HR-51863,48,7.65
2003-11-10,51,AP-82945,3,133.84
1991-11-30,60,il-11810,10,160.07
1972-02-17,36,cK-31731,17,381.97
2013-09-02,22,qd-67899,10,461.81
1994-12-06,25,,17,236.23
1975-06-11,,xY-70586,32,60.68
2018-03-18,45,Ue-09480,11,412.17
1990-09-06,28,Uo-13811,37,460.6
2006-03-07,13,KO-63383,44,189.91
1982-03-05,42,wR-88619,43,316.04
2001-03-20,43,zG-61228,21,499.91
1992-12-19,17,uJ-28975,21,373.18
1992-02-04,12,pK-56659,26,426.91
2007-02-17,37,CC-36845,20,219.02
1997-01-08,88,Hi-00490,24,247.36
1990-07-17,73,bX-04335,24,219.88
,44,Kj-48889,46,250.18
1976-06-01,38,qx-07522,20,68.26
2009-08-13,67,Kz-33441,3,257.77
2008-09-22,93,FS-31572,6,13.05
2017-10-30,24,UZ-91940,46,295.67
2009-03-20,80,BA-61055,12,43.72
1978-03-16,87,,,329.62
1972-10-20,85,GS-58925,40,310.29
1985-01-09,87,KG-20679,1,408.9
1976-02-18,4,iv-36462,28,429.8
1975-08-14,99,,11,370.7
1997-02-13,3,Jm-86227,37,198.91
2003-03-14,92,VH-69389,38,279.38
1986-10-04,63,RK-31465,32,
1976-02-05,71,mu-16655,31,313.23
1993-06-12,,NZ-90425,23,256.28
2000-02-04,78,mR-92703,19,198.23
1995-06-10,84,Nj-21103,11,144.82
1989-07-30,17,Eb-05147,27,249.39
1992-08-01,3,HW-38338,12,
1987-08-08,56,yL-87920,32,173.46
,72,sm-80420,33,56.55
2023-09-15,59,ey-94070,40,429.9
2014-12-09,65,Py-45104,24,149.6
1985-09-24,94,MI-68157,9,104.94
1975-12-28,1,Tb-23878,33,136.68
1972-09-15,81,zV-38457,27,73.31
1980-09-07,59,pG-05554,2,386.23
1988-10-09,9,ro-04608,11,
1980-04-28,20,HR-56216,46,438.53
2011-09-05,88,Bt-36392,21,8.91
2011-03-13,19,Pi-57823,35,311.0
2009-07-16,84,iB-83248,3,198.05
2022-05-27,67,JI-29251,36,173.65
,70,Wu-12520,47,255.11
1998-03-06,34,,42,227.12
,44,rM-22099,37,469.08
2008-08-02,30,Rb-93933,46,74.29
1994-06-13,14,ET-17289,24,77.54
2014-03-16,12,ik-52677,29,340.03
1983-02-25,100,Ao-30604,28,346.06
2020-07-08,54,NF-33127,46,484.18
2016-10-22,89,Xc-57366,36,476.15
2011-05-16,16,MI-65699,8,495.55
2005-09-28,19,,20,111.71
2005-04-19,16,,31,285.05
2012-11-30,61,tX-03476,9,233.16
1989-06-16,94,dS-72649,27,450.62
,86,hl-27718,11,288.14
2022-12-29,72,uC-98266,40,380.02
1971-09-12,97,fq-27937,35,14.39
1992-01-20,91,Ox-21117,35,
1975-10-22,3,,34,132.3
1995-11-26,22,kj-02592,10,206.6
1982-03-04,42,sO-06447,7,209.35
1982-04-19,16,Wq-12309,16,377.43
1970-10-31,8,MF-77780,2,120.7
1986-03-10,76,Cf-39776,9,206.34
2010-11-30,27,NO-90384,11,271.08
2007-12-10,,Pw-30220,40,
1972-07-01,62,vf-20994,23,110.31
1973-05-03,21,NQ-16224,26,416.1
2017-01-21,56,VL-99827,44,319.41
1994-07-06,35,ye-01455,30,167.59
2021-08-12,1,,12,448.16
2007-06-18,69,Sr-14721,,416.88
1992-05-27,46,Nd-86833,25,385.14
,60,,,144.16
1989-07-18,12,KN-69548,15,249.44
1994-01-30,91,UO-29978,41,435.61
2003-11-15,71,ma-72934,39,37.35
1978-01-17,34,AA-07139,47,99.97
1973-02-04,89,Om-55830,,216.42
2016-12-15,42,GJ-44144,44,250.31
,93,UK-01556,29,198.97
2011-12-02,4,RE-02355,5,102.45
2002-04-16,81,Iv-02727,38,467.86
2001-06-21,61,UR-60849,22,122.19
1991-06-21,57,Rv-88039,6,458.77
2024-05-29,89,vy-51240,29,307.32
2012-08-20,8,lM-82996,7,208.5
1977-12-14,,fF-45046,40,173.11
1986-03-04,59,tl-57438,1,38.43
1977-08-21,74,Gb-50317,31,225.09
2024-05-16,8,EU-78235,42,159.04
2005-08-19,19,Ri-45218,1,330.55
1983-12-18,72,at-07681,13,104.62
1972-12-30,61,gH-91570,22,285.22
2022-02-20,43,um-40943,3,460.38
1983-02-07,60,Qh-44857,22,191.08
1988-07-21,1,,8,223.0
2004-12-25,,ur-13858,12,134.69
1979-08-20,32,tN-49321,,340.34
1993-01-19,15,ER-87020,24,332.15
1973-06-08,80,zl-16016,10,69.74
2017-12-14,89,tv-99795,16,382.73
1983-06-26,38,fZ-81792,18,426.49
2017-07-16,27,Eo-71747,40,256.76
1985-03-25,66,lS-29456,46,348.78
2015-04-08,35,eE-55770,,113.67
1977-09-06,51,Xw-57724,11,190.18
2011-02-18,11,TY-92816,3,312.46
1977-04-13,53,Dz-58148,2,120.73
2010-03-09,11,kE-63938,6,463.67
1996-02-13,5,YB-15396,17,408.7
2008-08-07,91,VT-58321,46,
2009-01-27,45,uJ-71997,38,10.89
1976-08-24,20,Mg-72461,14,260.33
2016-08-25,93,fn-96570,13,471.26
1979-06-15,,Is-90227,20,9.79
1996-07-16,44,Ru-99733,49,271.11
,5,La-94651,22,400.58
2011-08-12,51,xJ-86240,35,240.01
1973-08-13,82,bp-08514,36,414.11
,26,yB-96566,15,264.58
2007-02-05,2,Jy-32723,11,68.92
1994-07-09,50,ae-62422,14,409.86
2014-02-14,74,fi-02762,44,104.84
2013-09-15,52,lD-67969,37,232.8
2004-08-31,37,ol-68765,46,198.59
1998-11-27,54,TG-90973,30,331.24
1988-04-28,90,cK-68950,18,271.18
2002-11-20,93,jU-51971,49,497.68
2019-10-07,99,HN-84781,14,233.77
1976-01-08,96,tN-37189,13,10.31
1973-08-04,42,GE-58077,6,124.94
2009-01-21,36,,7,66.45
2017-04-19,86,OE-94940,23,358.63
2009-05-05,57,bs-29049,42,331.72
2002-12-27,57,beautiful,50,128.6
1978-08-19,3,Nr-81442,13,36.27
1988-09-23,86,LV-40192,7,164.73
1980-04-14,70,Fl-75243,7,90.94
2024-05-25,50,Mj-80512,18,187.65
2003-10-01,39,nK-66372,46,495.31
2019-12-22,13,kD-50410,44,386.85
1997-02-18,98,yR-74783,31,13.74
2018-01-06,66,Ba-67428,1,310.09
1989-08-26,95,gI-76580,9,151.82
2013-05-18,5,rr-56945,29,167.7
2024-08-06,,XR-14967,19,118.36
2020-12-22,27,RS-39385,16,349.66
1982-03-30,67,,32,100.27
1976-08-25,27,Us-81753,14,43.69
1987-02-21,93,dM-30091,20,226.89
2014-09-07,62,Mi-39111,11,214.24
1995-08-02,20,,25,46.2
2014-12-12,69,qk-17465,30,145.2
2023-02-17,43,vd-14066,,431.52
1987-07-29,52,mN-42717,24,157.37
1996-09-19,5,XB-27128,11,220.97
1984-11-11,93,ce-91741,24,327.2
1974-10-17,32,jP-94707,46,350.25
2013-07-29,59,Sv-00642,38,
1996-08-18,83,Bz-90877,6,98.47
2019-07-11,33,SX-18306,25,368.3
2002-10-21,12,Rt-19855,10,108.72
1997-04-06,1,,5,211.83
2021-10-01,56,yQ-43280,13,253.79
1982-12-31,28,fO-46157,49,491.56
1999-10-22,80,UL-32030,6,142.0
1986-03-25,62,,18,8.58
2000-07-29,13,YU-00505,34,381.88
1972-11-30,44,RI-61387,22,409.34
1980-02-20,49,FP-93102,,435.92
1971-04-19,,al-79032,45,128.03
2013-01-19,61,,41,
1974-05-09,6,oe-11799,15,203.08
2024-09-28,55,hR-36565,43,453.08
2009-03-12,25,Ll-82530,46,68.29
1992-10-30,87,kS-11426,29,243.67
1995-03-05,22,ci-82739,28,19.46
1976-10-20,50,fa-96207,31,336.95
1970-06-29,82,SZ-21946,15,384.34
2023-11-30,49,HC-72324,42,283.14
1998-01-15,29,lT-32909,22,468.92
2004-01-07,48,aJ-91456,,35.63
1986-01-13,55,xW-31819,9,302.8
2006-09-23,69,dm-83734,19,252.42
1977-09-01,19,Qc-27722,3,157.9
1973-09-04,91,vN-54364,19,191.47
2024-10-16,92,lk-70108,45,461.96
2023-06-15,94,pU-07811,11,276.23
2000-04-09,45,VR-99563,19,461.92
1992-02-29,13,pV-31531,4,356.25
1998-01-29,18,LF-36317,14,375.45
,93,ly-62397,10,491.44
1995-06-02,8,mv-27354,4,260.14
1978-08-28,20,,16,154.83
2001-03-17,96,Mk-62534,43,234.52
2023-09-24,81,fA-92983,6,322.5
2005-07-04,76,ra-73977,48,298.48
2019-09-05,90,Lo-63356,5,431.79
