date,store_id,product_id,quantity_sold,revenue
2023-04-12,79,5cd7,1,305.02
2023-12-26,72,1cee,6,484.74
,70,26f9,7,178.43
2023-10-01,70,6e67,17,252.38
,21,eb86,20,186.63
ERROR,85,0550,41,57.02
2024-11-01,51,ERROR,ERROR,ERROR
2023-07-06,95,7c6e,21,250.23
2024-01-09,65,ERROR,49,134.32
2024-11-09,17,745d,43,374.43
2023-07-02,ERROR,INVALID,NaN,189.88
2023-07-07,32,,12,16.49
2023-07-02,3,5007,ERROR,189.12
2024-10-19,38,f344,26,422.62
2024-12-17,46,40f2,48,413.8
2023-10-23,45,0cb1,44,306.59
2024-04-15,XX,808f,ERROR,13.87
2023-08-01,90,19a6,NaN,143.33
2023-11-27,,06bf,6,331.11
2024-02-01,92,1579,,
,21,bbee,5,71.23
2024-07-21,17,7521,31,208.65
2024-02-01,61,c1b3,48,321.98
2023-10-30,55,,23,255.73
2024-10-30,,30f1,41,351.16
2023-09-25,93,5c55,48,89.73
2024-12-11,65,2f6a,38,0.0.0
2023-04-13,60,9d17,11,275.54
2024-11-17,53,7dd1,6,254.35
,53,bc06,26,149.33
2023-04-14,68,1f50,5,15.44
2024-10-23,41,cf08,46,310.86
2024-01-06,17,610b,39,316.58
2023-07-11,11,79e9,28,ERROR
2023-07-08,22,674a,,9.19
2024-10-16,79,,34,
2023-12-22,18,7464,41,280.89
2023-09-15,XX,57fa,9,65.47
,,8e28,23,464.22
2023-11-23,ERROR,35ed,,87.49
2024-04-07,25,bd48,5,209.38
2023-11-16,39,b3eb,50,482.26
2024-01-19,,ade2,ERROR,220.56
2023-12-04,6,69b0,47,89.69
2023-11-11,22,9329,10,0.0.0
2023-07-11,90,0615,21,106.65
2025-02-17,58,8b2e,12,64.25
2024-04-19,49,7dd9,39,201.23
2023-10-26,56,2284,8,236.89
2025-03-17,100,e08d,ERROR,
2025-02-27,5,af8f,38,0.0.0
2023-09-10,32,f186,39,204.37
2024-10-29,100,0888,41,479.59
2025-01-08,57,d806,46,14.08
2025-02-12,31,c434,44,0.0.0
2023-04-03,75,14c8,14,113.83
2023-11-11,25,cc0d,23,241.77
2025-01-30,64,5158,12,20.92
2025-03-08,XX,9517,ERROR,45.02
2025-01-05,21,b1a9,7,467.14
2023-10-20,85,93ba,33,204.38
ERROR,49,c85c,30,266.36
2024-10-24,100,9be9,NaN,137.02
2024-07-19,96,6456,8,156.24
2025-01-30,,eeb1,30,
2024-11-12,23,7afc,11,225.09
2023-06-12,,fa12,NaN,178.11
2023-07-11,,ERROR,ERROR,276.75
2023-10-08,76,INVALID,50,150.13
2024-01-14,ERROR,INVALID,26,310.68
2023-04-13,30,,34,0.0.0
2023-12-28,ERROR,b44b,19,44.42
2024-03-11,,78bc,20,
2024-10-02,74,56cc,,255.74
2023-06-14,19,d481,6,0.0.0
2023-12-19,26,de34,27,402.83
2023-10-12,37,07f0,27,332.19
2024-03-22,85,b84a,19,
2024-12-12,59,0f2e,22,111.46
2023-09-06,30,5b98,22,443.32
2023-04-26,58,8220,,234.36
2023-06-08,84,a01b,31,ERROR
2024-07-13,32,1532,14,197.62
2024-07-22,58,INVALID,22,278.13
2023-05-13,77,5d63,24,214.49
2023-05-25,61,a19c,28,443.05
2024-03-25,16,77fd,14,12.21
2025-03-01,35,5f1a,33,116.02
2024-12-03,50,2511,NaN,
2024-05-21,100,80d0,23,66.15
,67,3919,33,283.18
2024-06-27,52,292f,34,290.95
2023-04-20,35,b9c8,39,404.83
2024-09-26,19,6e47,42,38.75
,,96f4,25,154.19
2025-01-13,,6eb2,43,205.87
2023-12-08,99,e71b,40,ERROR
2024-04-12,45,cf72,31,179.04
2024-12-05,30,d311,50,222.91
2025-02-26,62,,13,400.9
2024-09-02,70,,39,131.83
2024-10-04,93,73bf,46,122.78
2025-01-23,36,49bc,45,475.97
2024-03-31,XX,052e,42,6.27
2024-08-16,7,9eb9,,309.08
2024-12-09,47,91be,8,491.84
2025-03-11,33,fb23,21,259.11
2024-10-28,XX,26ab,24,
2025-01-18,,95fb,26,86.74
2024-02-15,49,c664,NaN,38.59
2025-03-16,18,caf1,32,460.58
2025-03-20,6,c8f7,24,0.0.0
,11,b20e,ERROR,482.11
2023-11-28,25,060b,12,0.0.0
2024-06-20,ERROR,3b78,18,196.64
2024-02-18,,ERROR,39,27.76
2024-03-20,2,21e3,ERROR,
2023-06-24,70,9f20,16,36.26
2024-01-23,49,b62f,20,140.41
2024-05-17,89,b021,,480.11
2024-05-08,30,2f4f,3,86.69
2024-09-16,100,aec9,49,
2024-06-04,59,,33,402.72
2024-09-21,45,d787,8,255.12
2023-08-21,93,52b0,,178.06
2024-11-11,,5a38,44,158.5
2024-10-15,67,2168,4,0.0.0
2024-01-30,4,930d,1,61.75
2024-05-04,33,7f5a,43,491.61
ERROR,44,df3d,20,314.74
2024-10-03,57,7737,27,418.36
2023-10-15,XX,INVALID,16,496.22
2024-02-26,22,bb71,9,330.56
2024-03-28,68,c953,50,235.77
2024-03-05,74,ERROR,50,118.02
2024-10-25,12,5aa3,31,286.05
2024-05-14,70,f5a5,2,ERROR
2023-10-20,100,5054,47,207.51
2024-08-05,24,7818,49,37.1
2023-05-25,5,1919,9,77.21
2023-04-03,99,fa39,3,480.72
ERROR,41,ff1e,18,365.61
2023-12-09,9,95e0,NaN,134.31
,52,e5ff,17,301.04
2024-05-05,38,9b89,NaN,381.45
2025-01-02,97,ee7d,37,
2023-11-07,31,dd95,20,440.84
2023-12-02,3,9da6,17,355.66
2023-06-18,,9116,27,492.08
2024-05-02,62,fccc,18,426.48
2023-06-24,27,64aa,34,174.68
2025-03-05,51,f51d,6,120.97
2024-04-25,42,e9cd,11,325.13
2024-05-04,5,d6e2,25,
ERROR,96,4b0a,36,325.12
ERROR,78,33ce,NaN,263.53
2024-06-10,17,3528,32,352.98
2024-12-27,63,6bc4,NaN,98.58
,,,11,285.86
2024-06-20,82,9a28,,315.24
2024-10-28,66,,44,443.77
2023-09-03,XX,36bf,33,306.02
2023-10-06,XX,6d7c,3,
2024-08-11,63,0c98,1,49.91
2023-05-25,99,d2e8,NaN,179.91
2023-08-12,77,b2d9,27,99.78
2024-12-06,XX,f018,7,394.89
2023-09-27,2,2225,49,299.88
2023-06-17,ERROR,6aeb,19,142.94
2023-05-20,63,9dab,47,289.63
2023-05-09,7,b773,NaN,208.57
2025-03-12,93,d3e3,49,268.24
,XX,2e22,8,121.98
2023-08-06,28,1e1c,47,175.99
ERROR,73,8171,49,198.03
2024-07-19,24,e38b,18,279.81
2023-05-24,71,b5cb,13,0.0.0
2023-11-07,10,4401,36,184.52
2024-09-24,,7971,35,128.86
2024-07-21,18,89e0,31,166.78
2023-06-17,XX,b088,39,308.22
,,b0e7,8,361.69
2023-09-13,51,,32,94.08
2024-07-23,36,555d,41,74.39
2023-08-23,85,26ac,NaN,227.43
,80,1c10,NaN,255.83
2023-04-29,14,4efe,38,338.41
2024-01-08,XX,INVALID,,155.66
2023-12-23,48,98f4,,244.86
2024-08-06,59,f7d0,24,371.83
2024-04-25,57,d095,35,334.38
,42,e8e9,30,
2023-08-16,21,aaec,ERROR,ERROR
2024-08-11,78,e420,44,64.16
2024-12-17,33,9d4e,16,102.44
2023-05-31,58,5ac6,NaN,57.05
2023-08-02,17,9798,8,148.44
2023-08-16,52,7e60,48,232.46
2024-07-25,61,7302,50,276.12
2023-06-16,43,9614,9,67.65
ERROR,92,cbdf,29,112.67
2024-12-21,29,4795,NaN,435.11
2023-05-24,41,ERROR,,399.11
2024-01-31,94,ac5f,8,151.6
2024-03-08,7,INVALID,21,146.45
2023-07-28,ERROR,cdea,9,0.0.0
2023-12-10,2,2ade,9,395.61
2024-05-01,32,b101,46,76.2
2025-04-01,59,2f7f,37,307.27
2024-09-08,,9233,21,183.28
2023-11-11,42,d443,48,28.33
2024-10-05,53,f433,28,115.24
ERROR,62,f851,20,76.66
2023-10-21,49,c1e6,50,
2024-07-20,86,c9b9,,358.58
2024-01-31,69,1ce7,7,0.0.0
2023-05-18,5,,NaN,231.42
,43,,6,ERROR
2024-08-25,,7a1c,29,354.97
2024-01-19,63,,ERROR,73.59
2023-06-19,66,050c,5,379.2
2024-09-15,5,c083,20,349.17
2023-06-13,72,c771,13,56.06
2024-07-14,14,INVALID,15,368.53
2024-05-27,36,959e,8,365.3
2024-11-02,XX,58be,11,256.73
2024-11-29,78,3baa,ERROR,150.45
2024-03-30,37,155b,ERROR,188.24
2023-11-14,30,,12,0.0.0
ERROR,1,a665,38,
2023-08-13,ERROR,c647,32,277.46
2024-03-10,XX,f83f,31,36.29
2024-07-04,64,ab1a,33,107.02
2024-03-26,38,INVALID,41,41.17
2023-11-30,96,fba9,24,40.95
2024-11-04,40,6b3f,12,339.59
2023-08-01,,47d8,NaN,110.12
2023-06-01,50,1152,5,301.52
2024-08-26,30,c15d,41,416.06
