date, store_ID, product_ID, quantity_Sold, revenue 
2025-01-27, 33, GVJ-477, 43, 828.77 
2025-01-29, 48, HEI-418, 1, REVENUE_ERROR 
2025-03-28, 92, JFU-335, 11, 426.44 
2025-02-28, 75, EAA-696, 41, 123.09 
2025-03-07, STORE_ERROR, ZCC-729, 32, REVENUE_ERROR 
2025-03-17, 91, PRODUCT_ERROR, , 112.32 
2025-01-15, 73, VZJ-534, 27, 366.06 
2025-03-04, 12, AEY-317, 9, 728.7 
2025-03-30, 63, GZY-186, 47, 411.78 
2025-03-11, 75, EAM-373, 49, 830.24 
2025-01-23, 64, RUP-971, 37, 772.02 
2025-03-03, 42, JXO-063, 43, 266.49 
None, 86, PGW-435, 8, 691.03 
2025-03-13, 70, XSV-844, 31, 344.85 
2025-03-26, None, , 10, 329.09 
2025-02-17, 10, WBR-564, 29, 280.72 
2025-01-24, 94, TYH-022, , 428.34 
None, 73, None, None, 754.34 
2025-02-02, 54, , 36, 71.46 
2025-01-31, 69, XLI-363, None, 649.89 
2025-02-10, 61, SQB-839, 45, 734.52 
2025-02-09, 15, , 36, 611.57 
2025-02-09, 22, BLX-487, 26, 475.73 
2025-03-10, 6, CGK-712, 46, 428.17 
2025-01-02, 56, VBW-116, 2, 573.12 
2025-01-15, STORE_ERROR, None, 9, 39.04 
2025-01-20, 34, AWW-556, QUANTITY_ERROR, 252.18 
2025-01-02, 51, PRODUCT_ERROR, 20, 912.45 
2025-02-09, 60, RDG-995, 3, 329.29 
2025-03-20, 5, None, 29, 283.79 
None, 25, EHV-533, 23, 90.6 
2025-02-13, 37, DMZ-158, 5, 340.8 
2025-02-01, , QJA-078, 36, 448.28 
2025-02-05, 94, BGN-691, 49, 607.91 
2025-01-12, 38, OHE-403, 11, 45.38 
2025-01-05, 39, GDN-805, QUANTITY_ERROR, 804.74 
2025-02-26, STORE_ERROR, UOW-075, 48, 460.14 
2025-02-15, 39, LHT-090, , 428.31 
2025-03-26, 92, XDH-818, 45, 598.41 
2025-03-06, 57, KIH-575, 8, 969.0 
2025-01-06, 26, YKW-997, 40, 649.85 
2025-04-01, 98, CWD-164, 45, 508.0 
None, 87, ZIU-772, 45, 747.31 
2025-02-16, STORE_ERROR, REO-196, 19, 668.35 
2025-01-22, STORE_ERROR, HIT-163, 25, 281.13 
2025-02-03, 100, ZDS-455, 40, 536.29 
2025-01-18, 61, WAA-096, 37, 577.29 
2025-02-23, 83, , 26, 313.74 
2025-01-27, 46, EPU-667, 32, 654.34 
None, 35, KMP-487, 30, REVENUE_ERROR 
2025-02-02, 93, WEU-018, 9, 874.37 
2025-03-09, 19, OJJ-248, 10, REVENUE_ERROR 
2025-01-18, 95, ZPA-594, 33, None 
2025-03-17, 56, PMU-626, 50, 29.31 
2025-02-06, 29, NXE-815, 25, 924.11 
2025-03-07, 42, LHM-472, 20, 462.54 
2025-01-17, 68, IJY-588, 43, 927.24 
2025-03-25, 19, JKE-489, QUANTITY_ERROR, 441.32 
None, 44, RWL-657, 50, 671.46 
2025-01-25, 66, XDY-756, 18, REVENUE_ERROR 
DATE_ERROR, 16, FGS-530, 2, 910.12 
2025-03-13, 85, NEN-276, 41, 129.96 
2025-03-21, 71, MLQ-740, 40, 542.86 
DATE_ERROR, STORE_ERROR, MYM-312, 11, 184.34 
2025-02-23, 74, EMF-592, 30, 248.49 
2025-01-24, 94, XGA-546, 40, 230.29 
2025-03-20, 73, FRY-812, 1, 692.12 
2025-01-30, 16, GKH-084, None, 546.41 
2025-02-08, 83, PRODUCT_ERROR, 25, 499.92 
, 38, KNV-044, 24, 402.25 
2025-01-19, 46, HPB-901, 16, 837.86 
DATE_ERROR, 97, SKL-870, 5, None 
2025-03-20, 20, MSH-696, 10, 696.08 
2025-03-15, 48, WRR-460, 23, 593.84 
2025-03-06, 41, , 33, 267.17 
2025-02-05, 18, JPY-616, 50, 289.84 
2025-03-24, 9, NKR-024, QUANTITY_ERROR, 181.79 
2025-03-27, 48, PRODUCT_ERROR, 12, 654.19 
2025-01-06, 92, RCR-232, 26,  
2025-03-02, None, UBV-963, 30, 134.49 
2025-01-19, 61, PRODUCT_ERROR, 44, 172.25 
2025-02-20, 63, QUE-060, 9, 484.89 
2025-02-20, 83, EVN-901, 21, 967.08 
2025-01-15, 44, GOD-275, 39, 896.15 
2025-02-02, 31, VCQ-321, 21, 623.43 
, 80, UIE-799, 41, 963.96 
2025-03-04, 9, VCG-023, 36, REVENUE_ERROR 
2025-02-20, None, HXF-332, 21, 550.68 
2025-03-19, 33, IXP-007, 20, 236.63 
2025-01-31, 9, SRL-455, 24, 970.82 
2025-02-22, 19, PZG-687, 4, 132.43 
2025-01-15, 88, HZM-798, 40, 573.71 
2025-01-06, 80, JCN-611, 2, 966.09 
, 87, IMM-348, QUANTITY_ERROR, 726.15 
2025-03-20, 27, JMB-667, 50, 269.33 
2025-01-14, None, ZKC-872, 35, 217.45 
2025-01-26, 79, CMB-580, 48, 755.23 
2025-02-08, 85, OIG-370, 5, 844.06 
2025-02-13, 73, ILY-010, 29, 126.71 
2025-02-23, 1, EOV-174, 49, 600.06 
2025-03-04, 34, IRJ-039, 34, 661.27 
2025-03-21, 31, GSN-387, 5, 808.49 
2025-02-01, 19, DEQ-203, 48, 562.63 
2025-02-18, , VHV-755, 16, REVENUE_ERROR 
None, None, TPY-216, 20, 130.11 
DATE_ERROR, 58, CSC-642, 25, 347.55 
2025-01-12, 94, VSD-538, QUANTITY_ERROR, 990.38 
2025-01-19, 26, , , 311.7 
2025-03-18, 98, DNL-302, 48, 434.23 
None, 2, VOM-203, 34, 841.21 
2025-01-01, 88, BEU-145, 13, 737.32 
2025-02-23, 69, MRL-846, 50, REVENUE_ERROR 
2025-03-20, 68, XYV-378, 12, 476.64 
2025-02-15, 68, QXU-949, 42, 913.06 
2025-01-25, 99, PRODUCT_ERROR, 11, 774.88 
, 26, JNY-920, 36, 31.41 
2025-03-29, 3, CUV-906, 22, 517.59 
2025-03-14, 2, TYK-927, 50, 432.19 
None, 50, JBN-076, 35, 571.23 
2025-01-22, 18, ZRB-329, 41, 115.55 
2025-01-03, 98, TBB-940, 41, 578.31 
2025-02-01, 27, CTA-195, QUANTITY_ERROR, 594.74 
2025-02-03, 34, DHJ-200, 49, 666.03 
2025-02-16, 86, CTW-679, , 234.57 
2025-01-13, 16, VAT-623, 20, 899.51 
2025-01-13, 88, JHZ-571, 44, 744.31 
2025-03-31, 72, WFF-721, 27, 478.64 
2025-03-20, 36, WSB-073, 14, 251.18 
, 10, YQM-315, 30, REVENUE_ERROR 
DATE_ERROR, 25, PAA-406, 23, 597.41 
2025-01-17, 31, LMK-251, 44, 762.86 
2025-03-02, 100, UFL-871, 2, 466.42 
DATE_ERROR, 95, GMZ-240, 13, 26.42 
2025-01-01, 24, HUY-780, 27, 173.08 
2025-02-15, None, LKQ-103, 20, None 
2025-02-03, 56, AAI-953, 28, None 
2025-01-07, 77, BAS-900, 26, 756.25 
2025-03-12, STORE_ERROR, GGX-055, 12, 865.98 
2025-02-03, 26, EFY-516, None, 962.45 
2025-03-13, 21, OPB-680, 25, 349.67 
None, STORE_ERROR, , 16, 247.55 
2025-01-11, 61, None, 33, 783.44 
2025-01-04, 16, QCB-094, 8, 751.49 
2025-03-05, 48, TGX-160, 43, 91.91 
2025-01-25, 30, YSW-629, 9, 585.0 
2025-02-20, 69, MMB-825, 15, 321.2 
2025-01-23, 94, YIY-224, 11, 648.17 
2025-03-28, 6, VVF-634, 12, 124.61 
2025-03-08, 11, XCR-831, 22, 243.41 
2025-02-08, 30, UGK-551, 26, 933.66 
2025-01-25, 17, YKT-940, 39, 952.18 
2025-03-19, 49, LDZ-431, 46, 513.54 
2025-01-01, 18, ADV-275, QUANTITY_ERROR, 762.47 
2025-01-22, 4, IAW-580, 44, 540.3 
None, 45, JQJ-353, 47, 252.54 
2025-02-04, 91, YMY-050, None, 835.94 
, 47, WEX-683, None, None 
DATE_ERROR, 61, XDD-293, 9, 508.92 
2025-01-14, None, EPZ-360, 38, 944.75 
, 20, YKM-730, 37, 543.94 
2025-03-03, 74, LVI-199, 39, None 
2025-01-02, 49, HCC-309, 8, 489.03 
, 78, RWQ-680, 26, 538.9 
2025-01-04, 76, CJK-972, None, 622.78 
2025-02-01, 12, URI-319, 48, 781.64 
2025-01-28, 61, VXQ-130, 17, 733.32 
2025-01-16, 68, CRD-452, 46, 329.4 
2025-02-05, 21, TTK-503, 19, 168.03 
2025-01-23, 70, JYT-945, 33, 577.3 
, 62, TZI-715, 36, 595.1 
2025-03-14, 3, TET-469, 50, 692.82 
2025-01-08, 45, ZAH-128, 49, 648.52 
2025-03-15, 90, DPA-820, 22, 287.54 
2025-01-11, 86, ENC-867, 48, 818.71 
2025-02-25, 3, JQT-110, 43, 346.01 
2025-01-22, , UOH-296, 17, 99.48 
2025-03-17, 82, NCV-587, 13, None 
2025-02-02, 38, TRJ-449, 46, REVENUE_ERROR 
2025-02-02, STORE_ERROR, GOW-809, QUANTITY_ERROR, REVENUE_ERROR 
2025-01-04, 94, PRODUCT_ERROR, 35, None 
2025-03-07, 85, JWO-435, 29, None 
2025-03-25, None, SVC-119, 41, 199.42 
2025-03-27, 9, LJV-482, 37, 566.09 
2025-03-20, 95, GOR-034, 11, 409.82 
2025-03-27, 21, WRI-516, 43, 56.62 
2025-01-06, 34, TPT-181, None, 915.77 
2025-01-14, 6, FPO-148, None, 136.13 
2025-02-22, 72, ODF-596, 35, 354.76 
2025-02-21, 53, FEL-771, 16, 565.18 
2025-02-06, 86, AGG-605, 1, 258.93 
2025-01-28, 5, AFF-347, 40, 198.36 
2025-02-17, 10, RKL-046, 24, REVENUE_ERROR 
2025-02-14, 77, AIH-199, QUANTITY_ERROR, 358.97 
2025-04-02, 42, AHL-572, 4, 68.38 
2025-01-06, 82, AKL-018, QUANTITY_ERROR, 390.05 
2025-04-01, 51, CIW-037, 27, 904.55 
2025-02-05, 62, PRODUCT_ERROR, 48, 88.35 
2025-01-29, 90, PVX-199, 8, 384.18 
2025-01-20, 15, HQD-929, 5, REVENUE_ERROR 
2025-01-18, 36, PQH-947, 21, 252.94 
2025-02-22, 4, AKM-999, 44, 212.56 
2025-01-08, 6, PRODUCT_ERROR, QUANTITY_ERROR, 124.68 
2025-02-13, 46, PRODUCT_ERROR, 12, 626.17 
2025-02-05, 22, WJC-354, None, 232.25 
2025-02-23, 99, PRODUCT_ERROR, 50, 134.63 
2025-02-02, 25, CMD-410, 45, 747.65 
2025-01-06, 77, XTM-336, 49, 799.34 
2025-01-24, 10, None, 4, 730.97 
, 94, None, 37, 125.07 
2025-01-02, 59, BWS-081, 43, 68.98 
2025-01-28, 64, IQR-805, QUANTITY_ERROR, 790.52 
2025-03-26, 27, UWD-851, QUANTITY_ERROR, 617.96 
2025-01-01, 14, ZET-396, 31, 92.9 
2025-03-16, 56, None, 12, 117.73 
2025-01-04, None, IEK-862, 44, 470.76 
2025-03-10, 59, XKB-594, 35, 783.88 
2025-02-26, 90, VDY-732, None, REVENUE_ERROR 
2025-03-23, 9, NCL-761, 10, 371.36 
2025-02-04, 96, HJG-482, 8, 865.67 
2025-03-25, 93, TAM-496, 49, 139.76 
2025-01-03, 7, CIS-558, QUANTITY_ERROR, REVENUE_ERROR 
2025-01-05, None, UKX-142, 47, 740.63 
DATE_ERROR, 36, QRM-605, QUANTITY_ERROR, 632.36 
2025-01-16, 11, EEW-889, 13, 674.06 
2025-01-05, 87, NAV-627, 42, 306.4 
2025-02-10, 7, JCA-235, 24, 11.49 
2025-02-10, 71, PHC-418, 40, 719.91 
2025-03-23, 71, RGI-378, 35, 477.9 
2025-03-30, 100, RZT-744, 11, 716.85 
2025-01-18, 71, HMF-490, 22, 762.94 
2025-03-20, 33, PBF-792, 20, 950.95 
2025-01-07, 3, XOC-882, 24, 512.77 
2025-03-16, 12, SOO-242, None, 316.57 
2025-02-09, 4, FPB-305, 21, 567.63 
2025-03-28, 79, IHZ-579, 22, 570.74 
2025-03-14, 27, TQW-171, 8, 198.52 
2025-01-16, 40, YNC-771, 34, None 
2025-01-23, 64, , 33, 448.96 
2025-02-05, 31, OAH-535, 10, 35.08 
2025-01-06, 23, FAO-922, 26, 874.83 
DATE_ERROR, 5, EPY-864, 48, 594.63 
2025-01-10, 31, WSK-324, 10, 943.36 
2025-02-11, 21, DLD-665, 44, 326.75 
2025-02-03, 83, PRODUCT_ERROR, QUANTITY_ERROR, 139.2 
2025-03-20, 99, PRODUCT_ERROR, 31, 421.0 
DATE_ERROR, 36, GGN-571, 39, 608.72 
DATE_ERROR, 43, None, , 20.57 
2025-01-21, , , 50, 529.78 
2025-03-20, 58, DFV-901, 6, 701.55 
2025-03-14, 98, CNQ-646, 2, 198.23 
2025-03-08, 83, TYD-999, 6, None 
2025-03-01, None, FSF-129, 35, 366.08 
2025-01-24, 95, QHI-710, 18, 345.15 
2025-02-23, 76, BEY-274, 45, 920.25 
2025-03-04, 76, IDU-807, 29, 327.28 
2025-02-08, 4, ESJ-883, None, 663.09 
DATE_ERROR, 3, WPV-493, None,  
2025-02-24, 32, YAP-164, 34, 216.51 
2025-03-13, 100, NOY-852, 5, 218.44 
2025-03-20, 15, HRC-205, 4, 660.63 
2025-02-05, 9, AJX-370, 6, 758.38 
DATE_ERROR, None, IKB-016, 9, 161.49 
2025-02-23, STORE_ERROR, JSV-717, 8, 625.26 
2025-01-23, 56, DKM-574, 1, 247.86 
None, 14, PMO-614, 39, 604.37 
2025-02-25, 66, , 42, 672.9 
2025-03-07, 50, GBJ-464, 15, 426.33 
2025-02-12, None, OOM-828, 8, 417.1 
2025-03-07, 20, KEK-151, , REVENUE_ERROR 
2025-04-01, 95, YQC-074, 10, 120.93 
2025-01-12, 75, FXD-831, QUANTITY_ERROR,  
2025-03-27, 2, TOM-810, 46, 50.82 
2025-02-09, 21, NRK-561, 44, 263.75 
2025-01-01, None, SMR-964, 43, 805.79 
2025-03-20, 64, PSK-467, 35, 124.68 
2025-02-01, 2, XAL-423, 28, REVENUE_ERROR 
2025-01-03, 97, ASS-869, None, 166.59 
2025-01-21, 59, NFZ-715, 29, 978.92 
2025-02-03, 61, GSM-387, None, 599.69 
2025-03-18, None, UOR-992, 18, 531.32 
2025-03-21, 49, GYM-796, 9, 50.66 
2025-03-22, 45, FWE-609, 26, 129.93 
2025-01-09, 18, BOM-341, , 72.86 
2025-02-26, 48, FZN-833, 15, 752.92 
None, 62, LEN-337, 31, 66.46 
2025-02-13, 93, KTN-261, 40, 623.61 
2025-01-21, 33, PEZ-340, 16, 585.33 
2025-01-15, 75, PRODUCT_ERROR, 45, 245.39 
None, 73, PNC-858, 25, 871.21 
2025-02-14, 28, ICU-671, QUANTITY_ERROR, 564.71 
2025-01-01, 6, KKD-177, 49, REVENUE_ERROR 
2025-02-01, 93, CCW-187, 13, 901.75 
, 56, RKK-675, 22, 734.95 
2025-01-05, 40, JAO-103, 41, 810.62 
2025-03-12, 59, JKB-371, 28, 998.75 
2025-03-06, 68, PSK-044, 22, None 
2025-02-20, 65, RUZ-495, 36, 112.82 
2025-02-01, 3, TXA-380, 45, 941.4 
2025-02-04, 25, YJA-302, 41, 851.64 
2025-01-10, 15, PRODUCT_ERROR, None, 65.27 
2025-02-12, 75, RBH-126, 12, 536.54 
2025-01-16, 61, YYJ-996, 29, 611.33 
2025-03-07, 19, EZA-529, 4, 358.03 
2025-02-20, 96, XOE-026, QUANTITY_ERROR, 316.1 
2025-03-23, 43, UKK-593, 1, 283.29 
2025-02-14, 50, TGF-256, 19, 434.3 
2025-03-03, 67, HCJ-809, 22, 748.87 
2025-03-21, None, BHA-311, 40, 562.14 
DATE_ERROR, 93, LHW-113, 33, 676.18 
2025-03-18, STORE_ERROR, ZOP-838, 19, 921.56 
2025-02-13, 37, DNH-477, 16, 106.68 
2025-01-31, 35, TYL-757, 22, 613.8 
DATE_ERROR, 42, VHN-478, 39, 840.89 
2025-01-08, 33, , 14, 477.95 
2025-03-12, 88, UIE-406, 28, 298.78 
2025-02-27, 88, RHA-625, 45, 635.64 
2025-03-27, 46, HAZ-961, 7, 55.87 
2025-03-24, 95, PRODUCT_ERROR, 6, 266.04 
2025-03-14, 88, CST-453, 1, 598.09 
2025-03-09, 44, CHS-013, 22, 724.25 
2025-03-29, 32, WSC-246, 47, 827.91 
2025-01-30, 38, IJS-636, 7, 24.25 
2025-01-17, 42, JIN-049, 38, 106.14 
2025-01-04, 23, UMG-296, 27, 755.84 
2025-02-05, STORE_ERROR, PRODUCT_ERROR, 11, 118.29 
2025-01-08, 12, None, 16, 675.47 
2025-02-02, , QHD-042, None, 508.16 
2025-03-10, 76, NIW-847, 8, 903.59 
2025-02-28, , GCK-893, 27, 696.24 
2025-04-02, 63, NZY-891, 39, 260.13 
2025-01-24, 13, EPK-019, 21, 602.69 
2025-03-12, 37, VBG-499, 44, 599.37 
2025-01-05, 45, IUK-033, 18, 487.08 
2025-03-13, 78, OCA-848, 42, 231.02 
2025-03-21, STORE_ERROR, MTG-580, 13, 157.12 
2025-01-05, 3, MHJ-151, 45, 384.64 
2025-02-20, 46, CYG-557, 45, 241.44 
2025-04-02, 10, FFQ-964, 4, 493.95 
2025-04-02, 70, NUD-313, 2, 205.26 
None, 46, JEC-417, 34, 231.24 
2025-02-09, STORE_ERROR, UEB-817, 25, 737.85 
2025-02-14, 72, AUX-951, 50, 152.12 
2025-01-06, 21, AJF-400, 37, 560.85 
2025-01-07, 23, ZDK-728, 29, 21.59 
2025-01-19, 29, MKA-954, 30,  
2025-02-15, STORE_ERROR, CEM-868, 2, 300.51 
2025-03-26, 18, PRODUCT_ERROR, , 205.34 
2025-01-19, 69, PSF-096, 46, 379.14 
2025-01-24, 17, FDF-022, 7, 931.03 
2025-03-31, 77, TZN-864, 15, 836.5 
2025-01-05, 71, None, QUANTITY_ERROR, 827.24 
2025-03-18, 10, None, 24, 857.82 
2025-01-12, 80, PRODUCT_ERROR, 3, 151.17 
2025-01-13, 19, AAJ-810, QUANTITY_ERROR, 944.38 
2025-02-11, 26, LAP-149, 35, 846.06 
2025-02-13, 59, COB-752, QUANTITY_ERROR, 685.41 
2025-01-10, 21, HJC-535, 25, 132.85 
2025-02-24, 80, FXF-461, None, 804.9 
2025-02-19, 21, WVA-596, 7,  
2025-02-18, 37, NRZ-999, 19, None 
2025-02-17, 61, NGB-473, 46, 273.07 
2025-03-22, 49, None, 44, 142.4 
2025-02-13, None, CHG-240, 33, 352.63 
None, STORE_ERROR, PRODUCT_ERROR, 13, 726.57 
None, 94, ZMI-405, QUANTITY_ERROR, 599.07 
2025-03-30, None, , 8, 832.51 
2025-02-03, 71, OFZ-326, QUANTITY_ERROR,  
2025-02-11, 39, MKW-311, QUANTITY_ERROR, 980.11 
2025-03-12, 76, CHA-517, 21, 515.75 
2025-03-08, 90, , None, 103.62 
2025-01-06, 92, WKS-680, 18, 760.12 
2025-01-23, 98, AOZ-057, 21, 287.09 
2025-02-01, STORE_ERROR, DLO-826, 22, 113.29 
2025-01-24, 44, WMQ-483, 29, 341.88 
2025-04-02, 97, GND-981, 17, 640.94 
2025-03-22, 13, AIP-985, 36, 309.69 
2025-03-01, None, WJV-016, 29, REVENUE_ERROR 
None, 39, SIN-297, 48, None 
, 13, DCA-346, 46, 99.7 
2025-03-13, STORE_ERROR, PRODUCT_ERROR, 48, 973.88 
, 64, PIO-241, 16, 810.23 
None, 10, ZQR-592, 48, 434.29 
2025-01-13, 27, QVR-882, 35, 179.44 
2025-02-04, 69, BCS-141, 17, 786.23 
2025-01-15, 57, ELK-431, 38, 156.43 
2025-01-29, 48, VYJ-169, 16, 19.07 
2025-01-22, 40, HQV-238, 33, 351.9 
2025-01-28, 35, CUE-349, QUANTITY_ERROR, 864.07 
2025-03-02, 98, PRODUCT_ERROR, QUANTITY_ERROR, 165.8 
2025-02-19, 21, NSJ-558, 12, 255.53 
2025-01-29, 87, MAH-173, 38, 945.42 
2025-02-28, 40, LHW-793, 5, 573.02 
None, 4, BZJ-593, 10, 610.69 
2025-03-03, 27, EEM-269, 5, 997.36 
2025-03-06, 86, IBQ-927, 40, 810.89 
2025-01-24, 73, TQD-496, 20, 542.49 
2025-01-07, 43, BHF-994, 19, 425.65 
2025-03-20, 24, JBP-505, 5, 704.64 
2025-02-19, 67, FEU-227, 4, 903.31 
2025-03-21, 46, TQQ-558, 48, 244.03 
None, 39, VWJ-091, 14, 203.28 
2025-03-23, 41, YKL-903, 40, 312.83 
2025-01-28, 35, OUB-566, 7, 29.43 
2025-02-13, 44, UCN-312, None, 658.66 
2025-01-13, , QDC-483, 24, 212.08 
2025-03-17, 46, NRX-454, 43, 218.32 
DATE_ERROR, None, IDA-255, 9, 770.95 
2025-01-16, 44, PRODUCT_ERROR, 24, 808.85 
2025-02-21, None, DJO-897, 24, 626.59 
2025-01-20, 72, FXF-473, 40, 484.41 
2025-02-04, 96, GRP-723, 26, 149.52 
2025-04-02, 19, LUX-012, QUANTITY_ERROR, 110.91 
2025-02-18, 46, NHN-803, 42, 609.07 
2025-02-21, STORE_ERROR, LFG-922, 7, 361.38 
2025-02-13, STORE_ERROR, EOE-930, 30, 331.37 
2025-02-19, 85, PRODUCT_ERROR, 8, 780.22 
2025-01-26, 11, LZF-691, 25, 627.35 
2025-03-21, 98, VHP-468, 7, 986.14 
2025-02-06, , QDM-395, 28, None 
DATE_ERROR, 27, BHH-384, 50, 300.77 
2025-02-05, 36, ZHZ-716, 46,  
2025-01-11, 81, SOI-197, 2, 592.04 
2025-02-05, 61, TLV-076, 36, 731.13 
2025-02-11, 23, None, 2, 584.56 
2025-01-27, 53, AJJ-621, 35, 122.69 
2025-01-04, STORE_ERROR, PQA-539, 10, 949.93 
2025-02-09, None, None, 3, None 
2025-03-22, None, NFV-389, QUANTITY_ERROR, REVENUE_ERROR 
2025-02-05, 94, KCU-874, 17, 212.98 
2025-02-16, 2, OML-484, 6, 984.88 
DATE_ERROR, 29, QTC-481, 17, 257.11 
2025-02-15, 59, DXM-461, 18, 137.23 
2025-02-26, 44, None, 44, 314.11 
DATE_ERROR, , None, QUANTITY_ERROR, 709.4 
2025-01-01, 96, DAQ-121, 49, 869.69 
2025-02-08, 35, PRODUCT_ERROR, 13, 702.74 
2025-01-13, 73, PST-778, 14, None 
2025-03-21, 1, OZC-938, 48, 420.67 
2025-01-14, 79, XHP-008, 10, REVENUE_ERROR 
2025-02-12, 91, ENO-630, QUANTITY_ERROR, 670.73 
2025-03-28, 71, PRO-380, 34, 971.32 
2025-01-13, 78, IGM-349, 23, 626.46 
2025-02-06, 98, GXC-514, 7, 586.16 
DATE_ERROR, 20, JLQ-540, , REVENUE_ERROR 
2025-02-13, 44, OYR-221, 29, 747.81 
None, None, PCX-226, 7, 10.05 
2025-02-03, 60, ZZR-152, 28, 263.57 
DATE_ERROR, 99, , 46,  
None, 4, JZC-322, 34, 653.13 
None, 24, SXJ-132, 3, 929.73 
2025-03-03, 36, WCC-223, 43, None 
2025-03-16, 22, UVW-409, 33, 556.7 
2025-02-24, 78, ELN-847, 20, 801.6 
2025-03-11, 18, DIR-829, 20, REVENUE_ERROR 
2025-03-03, 21, PRODUCT_ERROR, 42, 72.23 
2025-01-30, 100, SGZ-134, 32, 679.43 
2025-02-20, 43, NMM-678, None,  
, 65, DMI-670, QUANTITY_ERROR, 611.91 
None, STORE_ERROR, , 41, 36.37 
2025-01-23, STORE_ERROR, RVO-003, 42, 642.85 
2025-03-22, 84, DQF-278, 47, 890.54 
2025-02-13, 69, NEU-706, 13, 641.25 
2025-01-20, 38, LJC-303, 44, 574.49 
2025-01-14, STORE_ERROR, YWT-757, 46, 919.97 
2025-03-28, 3, QGE-388, 11, 889.34 
2025-01-24, 51, , 38, 992.88 
2025-02-23, 66, VQW-116, 2, 994.28 
, 92, NSI-890, 20, 794.09 
2025-02-20, 83, ZUE-217, 27, 793.81 
2025-03-16, STORE_ERROR, ENP-969, 22, 406.03 
2025-02-19, 12, SWA-182, 19, 462.89 
2025-03-06, , RYZ-752, , 283.24 
2025-03-24, 42, None, None, 964.46 
2025-02-27, 94, MPX-237, QUANTITY_ERROR, REVENUE_ERROR 
2025-02-11, 75, HCV-896, 37, 144.74 
2025-03-21, 19, SPZ-282, 29, 270.26 
DATE_ERROR, 37, AMO-171, QUANTITY_ERROR, 169.97 
2025-03-18, 20, CMY-943, 50, 271.85 
2025-03-08, 53, PAQ-198, 40, 995.25 
2025-03-04, 98, GMD-794, 48, 859.98 
2025-03-06, 61, ITL-929, 25, 724.57 
, 12, OHJ-828, 11, 397.44 
2025-01-07, None, YIN-755, 48, 299.85 
2025-01-05, 73, NHP-011, QUANTITY_ERROR, 63.67 
2025-02-02, 37, GAQ-950, 16, 689.89 
2025-03-28, 19, ETS-054, 34, 522.28 
2025-01-15, 38, None, 10, 673.29 
2025-01-12, 46, OQS-255, 31, 945.52 
2025-01-28, 74, OJC-532, 37, 800.37 
2025-01-13, 4, JZB-083, 37, 762.5 
2025-01-18, 22, FQG-663, 42, 401.95 
2025-03-03, 5, RTD-825, 13, 470.05 
2025-02-17, 99, UUK-019, 3, 945.9 
2025-02-04, 4, OIX-259, 27, 15.63 
2025-03-11, 94, FBB-412, QUANTITY_ERROR, 519.99 
2025-01-15, 72, AOO-139, , 830.59 
2025-03-29, 85, WCH-984, 23, 712.75 
2025-01-02, 96, HKM-980, 10, REVENUE_ERROR 
2025-03-02, 56, KAB-918, 28, 110.2 
2025-02-26, 36, KXI-986, 36, 309.75 
2025-02-25, 37, None, 19,  
2025-02-12, , NWB-450, 28, 43.46 
2025-03-14, 22, ZTF-430, None, 27.65 
2025-01-21, 1, SKB-647, 36, 944.34 
2025-03-07, STORE_ERROR, WQD-341, 35, 741.78 
2025-01-01, 48, TMY-855, 19, 201.87 
2025-01-19, 42, YYJ-754, 36, 299.46 
2025-03-28, None, BMH-355, 26, 574.3 
2025-01-12, 48, KID-019, 14, 905.31 
2025-02-10, 47, , 22, 963.71 
2025-01-29, 29, QUB-465, 28, 196.63 
2025-01-26, 30, EAY-042, 42, 769.43 
2025-01-04, 96, PXD-533, 42, 646.95 
None, 87, BFX-032, 32, 34.09 
2025-01-04, STORE_ERROR, VBM-372, 7, 372.22 
, , DPI-823, 49, 551.07 
2025-02-21, 35, WDB-616, 11, 567.38 
2025-03-30, 93, SMW-670, 5, 753.4 
2025-01-14, 76, ENK-977, None, 432.56 
None, 68, PRY-326, 39, 433.9 
DATE_ERROR, 38, PBP-053, 5, REVENUE_ERROR 
2025-01-08, 82, GOW-488, 44, 597.39 
2025-02-09, 55, RFL-268, 17, 856.35 
2025-03-02, 74, EBM-282, 45, 730.14 
2025-02-15, 59, TLV-609, 41, 115.02 
DATE_ERROR, 37, DIB-345, 31, 908.09 
2025-04-01, 76, EPD-640, 10,  
2025-03-07, 65, OBG-629, 29, 853.83 
2025-03-18, 31, NCF-985, , REVENUE_ERROR 
2025-01-29, 47, UQP-242, 46, 500.56 
DATE_ERROR, 69, BJQ-896, 8, 68.01 
2025-03-27, 39, NRS-313, 45, 531.23 
2025-01-11, 3, NBO-659, 7, 81.36 
None, 69, DTQ-656, 5, 650.14 
2025-01-18, 72, PMB-931, 22, 277.31 
None, 63, HZL-956, None, 163.95 
2025-01-23, 34, LZN-075, 10, 351.91 
2025-03-08, 12, FRF-508, 32, 59.06 
DATE_ERROR, 38, HYN-603, 22, 370.71 
2025-02-14, None, EDU-478, 46, 215.46 
2025-03-07, 25, LPB-120, , REVENUE_ERROR 
2025-01-24, None, BFS-076, 49, 681.51 
2025-01-04, 35, OKR-311, 5, 128.72 
2025-03-03, 7, QFF-742, 17, 750.95 
2025-03-02, None, KKC-443, 47, 378.61 
2025-03-16, 52, UFH-248, 30, 655.52 
